epoch,train_loss,train_accuracy,val_loss,val_accuracy_fixed_0_5,val_balanced_accuracy,val_f1,val_sensitivity,val_specificity,val_auroc,val_average_precision,threshold,lr,peak_vram_gib,process_ram_gib,seconds
1,4.917211413383484,0.5,1.0275666428504475,0.802547770700637,0.5,0.8904593639575972,1.0,0.0,0.4775985663082437,0.7967219469578064,0.49999999999999994,3.3333333333333335e-05,1.0234375,0.457855224609375,47.840966900024796
2,1.878233083174564,0.53125,3.2236137921643104,0.19745222929936307,0.5,0.0,0.0,1.0,0.42396313364055294,0.7612061280615435,0.49999999999999994,6.666666666666667e-05,0.5625,0.1757659912109375,42.805576400016434
