epoch,train_loss,train_accuracy,val_loss,val_accuracy_fixed_0_5,val_balanced_accuracy,val_f1,val_sensitivity,val_specificity,val_auroc,val_average_precision,threshold,lr,peak_vram_gib,process_ram_gib,seconds
1,2.07342044460529,0.59375,0.6308046676171054,0.5605095541401274,0.6299212598425197,0.4125,0.25984251968503935,1.0,0.5929133858267716,0.88398722274843,0.6799999999999999,3.3333333333333335e-05,0.548828125,0.1547088623046875,45.54031949999626
2,2.3789272233843803,0.40625,0.7156673844452877,0.47770700636942676,0.6556430446194226,0.5423728813559322,0.3779527559055118,0.9333333333333333,0.6276902887139107,0.895522875734775,0.5499999999999999,6.666666666666667e-05,0.548828125,0.1400604248046875,44.68681309997919
3,1.1414689391676802,0.625,0.5774592529436585,0.6305732484076433,0.6674540682414698,0.5666666666666667,0.4015748031496063,0.9333333333333333,0.6481627296587927,0.9013459061337181,0.6699999999999999,0.0001,0.548828125,0.14707183837890625,45.19336770000518
4,1.302610658109188,0.53125,0.5276736038126004,0.8089171974522293,0.6517060367454068,0.5340909090909091,0.3700787401574803,0.9333333333333333,0.6527559055118111,0.901297493009017,0.73,0.0001,0.548828125,0.14728927612304688,40.902567200013436
5,1.397066225297749,0.5,1.2096938266875639,0.1910828025477707,0.6513123359580053,0.7623318385650225,0.6692913385826772,0.6333333333333333,0.7112860892388452,0.9139726285693403,0.19999999999999996,0.0001,0.548828125,0.14746856689453125,42.85711069998797
6,0.9917183322831988,0.625,0.6441712516128637,0.6369426751592356,0.6506561679790026,0.8514056224899599,0.8346456692913385,0.4666666666666667,0.6888451443569553,0.9043746704748432,0.4699999999999999,0.0001,0.548828125,0.14764404296875,39.89234409999335
7,1.088365063071251,0.46875,0.9462770124909224,0.1910828025477707,0.6589238845144357,0.6862745098039216,0.5511811023622047,0.7666666666666667,0.7047244094488189,0.9017621411232992,0.32999999999999996,0.0001,0.548828125,0.1478424072265625,42.242869999987306
8,0.8851034343242645,0.625,0.7971622180786861,0.21656050955414013,0.6940944881889763,0.6458333333333333,0.4881889763779528,0.9,0.7009186351706037,0.8973626723905597,0.42999999999999994,0.0001,0.548828125,0.14188385009765625,41.209749700006796
9,0.9216791135258973,0.5,0.7428672981869643,0.2611464968152866,0.6619422572178477,0.7142857142857142,0.5905511811023622,0.7333333333333333,0.7020997375328084,0.9018516288089926,0.4499999999999999,5e-05,0.548828125,0.14202117919921875,42.09768800000893
10,0.7366880383342505,0.625,0.6690418503846333,0.5859872611464968,0.638976377952756,0.5393258426966292,0.3779527559055118,0.9,0.6730971128608925,0.8908333050511503,0.5299999999999999,5e-05,0.548828125,0.14239120483398438,39.459116600017296
