epoch,train_loss,train_accuracy,val_loss,val_accuracy_fixed_0_5,val_balanced_accuracy,val_f1,val_sensitivity,val_specificity,val_auroc,val_average_precision,threshold,lr,peak_vram_gib,process_ram_gib,seconds
1,3.4712172551080585,0.53125,1.3433153516841385,0.20125786163522014,0.6461614173228346,0.5760869565217391,0.41732283464566927,0.875,0.6393946850393701,0.8935070300436238,0.20999999999999996,3.3333333333333335e-05,0.548828125,0.19136810302734375,38.75807879999047
2,2.4128775345161557,0.625,0.7346219605408937,0.7987421383647799,0.5,0.8881118881118881,1.0,0.0,0.5805856299212598,0.8555102176552285,0.49999999999999994,6.666666666666667e-05,0.548828125,0.19334793090820312,38.80229709998821
3,2.3132136536296457,0.46875,3.332668256459746,0.20125786163522014,0.5,0.0,0.0,1.0,0.3843503937007874,0.730515182704104,0.49999999999999994,0.0001,0.548828125,0.19344329833984375,37.64975559999584
4,1.609823765233159,0.46875,0.5104271812633898,0.7987421383647799,0.5596702755905512,0.4191616766467066,0.2755905511811024,0.84375,0.48978838582677164,0.814859393442026,0.7699999999999999,0.0001,0.548828125,0.2008056640625,41.84869869999238
5,1.978256145492196,0.375,0.5977150102456411,0.7987421383647799,0.5203001968503937,0.3184713375796178,0.1968503937007874,0.84375,0.452878937007874,0.7975951224767138,0.94,0.0001,0.548828125,0.1761627197265625,51.66736070002662
6,1.758296231739223,0.46875,0.6326349403873179,0.7861635220125787,0.5,0.8881118881118881,1.0,0.0,0.3516240157480315,0.7358937259243213,0.4699999999999999,0.0001,0.548828125,0.16069412231445312,38.76796599998488
7,1.5946476361714303,0.4375,0.598769909930679,0.7924528301886793,0.5,0.8881118881118881,1.0,0.0,0.3355068897637795,0.7215542462673646,0.48999999999999994,0.0001,0.548828125,0.14360427856445312,46.37635720000253
8,1.3821965691167861,0.46875,0.6103812004410246,0.7735849056603774,0.500123031496063,0.06060606060606061,0.031496062992125984,0.96875,0.3217273622047244,0.7166685089990097,0.69,5e-05,0.548828125,0.14342880249023438,38.40368320001289
9,1.0869991942308843,0.5625,0.795220951989012,0.2138364779874214,0.500123031496063,0.06060606060606061,0.031496062992125984,0.96875,0.3038877952755905,0.7086699424922317,0.5299999999999999,5e-05,0.548828125,0.14281463623046875,41.03359010000713
10,1.3365468978881836,0.5,0.8924567309565514,0.20125786163522014,0.5040600393700787,0.07518796992481203,0.03937007874015748,0.96875,0.3017962598425197,0.7094772962981987,0.4599999999999999,5e-05,0.548828125,0.14868545532226562,42.207462299993495
