epoch,train_loss,train_acc,val_loss,val_acc,lr
1,0.445979215162141,0.7442857142857143,0.4252343071603227,0.8045977011494253,0.001
2,0.42988668650388717,0.8042857142857143,0.4235402251454605,0.8045977011494253,0.001
3,0.43508041907634054,0.8042857142857143,0.42186351839838354,0.8045977011494253,0.001
4,0.43335897211517604,0.8042857142857143,0.43382048298572673,0.8045977011494253,0.001
