epoch,train_loss,train_accuracy,val_loss,val_accuracy_fixed_0_5,val_balanced_accuracy,val_f1,val_sensitivity,val_specificity,val_auroc,val_average_precision,threshold,lr,peak_vram_gib,process_ram_gib,seconds
1,2.0735658501362195,0.59375,0.6349348797919644,0.5477707006369427,0.6417322834645669,0.44171779141104295,0.28346456692913385,1.0,0.5727034120734908,0.8803695417508437,0.6799999999999999,3.3333333333333335e-05,0.55078125,0.37351226806640625,53.352409900000566
2,2.3779452880844474,0.40625,0.7117282501451528,0.4840764331210191,0.6213910761154856,0.5652173913043478,0.4094488188976378,0.8333333333333334,0.5921259842519686,0.8764821046209672,0.5499999999999999,6.666666666666667e-05,0.55078125,0.373321533203125,54.861434099999315
3,1.1405278926540632,0.625,0.5780592568361076,0.6496815286624203,0.6371391076115486,0.5957446808510638,0.4409448818897638,0.8333333333333334,0.6103674540682416,0.8752766664832603,0.6699999999999999,0.0001,0.55078125,0.18302154541015625,54.302927500000806
